DIPP-MOTION XYGraphData,,,,,,,,
Info,,,,,,,,
[ポイント_X_座標値] - [ポイント_Y_座標値],,,,,,,,
横軸単位,mm,,,,,,,
縦軸単位,mm,,,,,,,
系列名,[1]P 1,[2]P 2,[3]P 3,[4]P 4,,,,
色,255,65280,16711680,65535,,,,
時間,P 1(X),P 1(Y),P 2(X),P 2(Y),P 3(X),P 3(Y),P 4(X),P 4(Y)
0.213,2.73E-12,1.05E-12,-16.10976862,-210.371017,-42.89581273,-326.5096977,-22.03087327,-327.9554795
0.214,-1.01E-11,-1.14E-12,-16.40395333,-210.2863637,-43.01770382,-326.4329051,-22.18499306,-327.9411766
0.215,2.50E-12,-3.18E-12,-16.44514837,-210.2966885,-42.88515025,-326.4529813,-22.08179884,-328.0244384
0.216,7.50E-12,-2.67E-12,-16.58558613,-210.2601935,-42.85170474,-326.4270473,-22.07449874,-328.0614284
0.217,1.24E-11,-2.13E-12,-16.46660942,-210.3059217,-42.56003045,-326.4830651,-21.80541129,-328.1791511
0.218,1.19E-11,1.44E-12,-16.97072637,-210.1786546,-42.89395586,-326.3647352,-22.15802035,-328.1203495
0.219,9.55E-12,2.61E-12,-17.19535104,-210.123109,-42.95221536,-326.3156935,-22.23071572,-328.127702
0.22,2.61E-12,-4.83E-13,-17.24948026,-210.1136409,-42.84512614,-326.3092147,-22.13346993,-328.173526
0.221,-4.43E-12,-3.74E-12,-17.46202061,-210.1070063,-42.9029151,-326.300974,-22.19616529,-328.212539
0.222,2.16E-12,-1.56E-12,-17.6754582,-210.0760204,-42.96938872,-326.2627057,-22.26226365,-328.2155181
0.223,5.57E-12,-1.69E-12,-17.6762192,-210.1101428,-42.83231678,-326.2841147,-22.11916479,-328.2698424
0.224,2.61E-12,7.11E-13,-17.86219724,-210.1111384,-42.88890327,-326.2673548,-22.16450287,-328.2790573
0.225,8.64E-12,-1.99E-12,-18.09307672,-210.1003362,-42.99824231,-326.2352844,-22.25774067,-328.2660657
0.226,3.75E-12,-3.55E-13,-18.12022114,-210.1414873,-42.91110718,-326.2531847,-22.1500201,-328.2961934
0.227,-7.39E-12,-3.44E-12,-18.19209172,-210.2051499,-42.87536885,-326.2931437,-22.08958079,-328.341573
0.228,3.18E-12,1.79E-12,-18.41034447,-210.2161894,-42.99209307,-326.2815564,-22.17785715,-328.3286441
0.229,-5.80E-12,-3.48E-12,-18.56074129,-210.2438632,-43.04645152,-326.2892102,-22.20038949,-328.3282384
0.23,-5.23E-12,-1.42E-13,-18.54410146,-210.3258798,-42.93816399,-326.3540189,-22.05777546,-328.3796389
0.231,-1.11E-11,3.08E-12,-18.7340483,-210.3496046,-43.04084242,-326.3649496,-22.12341682,-328.3717855
0.232,-6.14E-12,-9.24E-13,-18.91446049,-210.3683071,-43.13776002,-326.3754523,-22.18097064,-328.3595218
0.233,3.30E-12,4.09E-12,-18.50576768,-210.5424501,-42.64874091,-326.5461703,-21.65064497,-328.5048851
0.234,-1.48E-12,-1.71E-12,-19.08224274,-210.4789081,-43.14745252,-326.484159,-22.10649109,-328.4163243
0.235,-9.55E-12,-2.16E-12,-19.22835183,-210.512465,-43.21775548,-326.5243826,-22.13275355,-328.4301977
0.236,-5.23E-12,1.99E-12,-19.32235267,-210.5485392,-43.23743349,-326.5734382,-22.10759994,-328.4544957
0.237,-1.71E-12,1.02E-12,-19.56050608,-210.5528523,-43.40298071,-326.5947765,-22.22790829,-328.4540631
0.238,6.59E-12,-1.42E-12,-19.68976474,-210.5870941,-43.46166089,-326.6488825,-22.24132627,-328.4907785
0.239,1.18E-11,1.85E-12,-19.65277582,-210.6665727,-43.35643226,-326.7498596,-22.09046775,-328.57844
0.24,-2.27E-13,-2.80E-12,-19.84798191,-210.6782969,-43.4860485,-326.7835118,-22.17456348,-328.604881
0.241,-2.39E-12,-3.74E-12,-20.09181416,-210.6770797,-43.66725183,-326.8034474,-22.31014683,-328.6242231
0.242,3.07E-12,-5.54E-13,-20.28562097,-210.6827474,-43.8017017,-326.8282878,-22.39866845,-328.6556011
0.243,1.71E-12,-1.53E-12,-19.86550278,-210.8186514,-43.32580966,-326.9801798,-21.87633102,-328.8216749
0.244,1.97E-11,8.95E-13,-20.41445152,-210.7540817,-43.82287869,-326.9272084,-22.32622873,-328.7910432
0.245,8.53E-12,1.53E-12,-20.45052472,-210.8047184,-43.8112774,-326.983849,-22.26652133,-328.8786943
0.246,-6.82E-13,-1.34E-12,-20.62395097,-210.8198612,-43.94154543,-326.9981965,-22.34753965,-328.9332367
0.247,4.32E-12,3.55E-13,-20.8652399,-210.814398,-44.1436709,-326.9831664,-22.49989557,-328.9688668
0.248,1.30E-11,-1.26E-12,-21.09554655,-210.8247768,-44.3397211,-326.9771699,-22.64484638,-329.0213412
0.249,-1.59E-12,3.69E-13,-21.10237275,-210.851606,-44.31731211,-326.9821012,-22.56999614,-329.0905766
0.25,9.89E-12,-7.82E-13,-21.28698069,-210.8657955,-44.4779611,-326.9705855,-22.67684996,-329.1472212
0.251,4.89E-12,9.95E-14,-21.18267205,-210.9213861,-44.35436692,-326.9977803,-22.49809466,-329.2444553
0.252,9.21E-12,1.61E-12,-21.40034477,-210.9323837,-44.5571832,-326.9791529,-22.64437185,-329.2957688
0.253,7.62E-12,1.69E-12,-21.57286352,-210.9554099,-44.71903032,-326.9727857,-22.74828986,-329.3572671
0.254,3.41E-13,2.22E-12,-21.63298563,-211.0015689,-44.77242133,-326.9912438,-22.7423497,-329.439538
0.255,-1.36E-12,3.54E-12,-21.74112904,-211.0352188,-44.87752986,-327.0003465,-22.78671298,-329.5064236
0.256,1.51E-11,-3.98E-13,-21.94865759,-211.0475833,-45.08547545,-326.9927784,-22.9324872,-329.5486314
0.257,-1.88E-11,2.44E-12,-21.97607907,-211.1052514,-45.11652161,-327.0365895,-22.89970153,-329.6313481
0.258,-1.52E-11,-4.60E-12,-22.10534841,-211.1356759,-45.25217093,-327.0594195,-22.97042294,-329.6829146
0.259,6.14E-12,-7.82E-13,-22.31422253,-211.1597726,-45.47022966,-327.0823386,-23.12221064,-329.7241605
0.26,-3.30E-12,1.61E-12,-22.28703805,-211.2298112,-45.45474325,-327.1566184,-23.03920357,-329.8072696
0.261,-2.05E-12,1.90E-12,-22.45382762,-211.2586961,-45.63545312,-327.1941653,-23.15123664,-329.8450599
0.262,-5.46E-12,-2.47E-12,-22.68488232,-211.2921406,-45.88235917,-327.2396948,-23.32840324,-329.8831589
0.263,7.39E-12,8.67E-13,-22.68540108,-211.3643777,-45.90036912,-327.3264421,-23.27570457,-329.9557137
0.264,1.36E-12,1.42E-13,-22.8637158,-211.409154,-46.0974342,-327.388792,-23.40118534,-329.998021
0.265,-3.98E-12,-2.71E-12,-23.07322946,-211.4499264,-46.32670278,-327.4478659,-23.55808742,-330.0321139
0.266,-8.41E-12,-1.08E-12,-23.09705966,-211.5237033,-46.37088263,-327.5400787,-23.52921205,-330.0953194
0.267,1.13E-11,-1.19E-12,-23.22923345,-211.5857227,-46.52359091,-327.6200751,-23.6082699,-330.1431939
0.268,2.38E-11,-6.34E-12,-23.45368172,-211.6291526,-46.76834867,-327.6804299,-23.77887549,-330.1692243
0.269,-4.32E-12,1.49E-12,-23.08026801,-211.8022729,-46.41460957,-327.8688295,-23.35057597,-330.3220086
0.27,-1.71E-12,-1.39E-12,-23.73052979,-211.7589196,-47.08350122,-327.8385166,-23.94459244,-330.2557016
0.271,3.87E-12,-1.69E-12,-23.89472862,-211.836778,-47.26487533,-327.9265834,-24.0508701,-330.3083072
0.272,9.66E-12,-4.26E-14,-23.93122367,-211.9183863,-47.31668119,-328.0149745,-24.02745173,-330.362682
0.273,-7.50E-12,-1.78E-12,-24.08553296,-211.9969412,-47.48402697,-328.0962935,-24.11953896,-330.4123414
0.274,-1.36E-12,7.25E-13,-24.2272866,-212.0692615,-47.63577349,-328.1649105,-24.19644555,-330.4544228
0.275,-1.36E-12,-3.55E-13,-24.28024689,-212.1583256,-47.69643466,-328.2462879,-24.18161742,-330.512223
0.276,1.28E-11,7.67E-13,-24.44955576,-212.2277399,-47.87144646,-328.3046639,-24.27989188,-330.5477326
0.277,-1.35E-11,-5.80E-12,-24.64720401,-212.2645072,-48.07325027,-328.3283006,-24.40350007,-330.550863
0.278,-4.21E-12,-1.12E-12,-24.76045736,-212.3544876,-48.19005951,-328.4031027,-24.44047934,-330.6074783
0.279,1.40E-11,-1.66E-12,-24.88165254,-212.4415589,-48.31538392,-328.4736383,-24.48416334,-330.6621062
0.28,6.14E-12,1.92E-12,-24.9388441,-212.5319165,-48.37845102,-328.5467935,-24.4636035,-330.7215921
0.281,-9.44E-12,-2.02E-12,-25.1013128,-212.6056448,-48.54971459,-328.6033427,-24.54907751,-330.76667
0.282,-5.12E-12,-5.68E-14,-25.29501958,-212.6400851,-48.75630855,-328.6213181,-24.6675432,-330.7753314
0.283,9.21E-12,1.39E-12,-25.38683864,-212.7256032,-48.86628008,-328.6917756,-24.68687167,-330.8385918
0.284,4.66E-12,-9.24E-13,-25.49178679,-212.8114199,-48.99581899,-328.7646265,-24.72307664,-330.9063221
0.285,4.77E-12,-2.33E-12,-25.58768055,-212.8778756,-49.1239148,-328.8209016,-24.75497155,-330.9595122
0.286,-9.09E-13,2.13E-12,-25.74583312,-212.9220185,-49.3230537,-328.8583397,-24.85486648,-330.9958605
0.287,-2.50E-12,3.48E-12,-25.88430459,-212.9800074,-49.51218775,-328.9152585,-24.94153743,-331.0536444
0.288,1.06E-11,4.83E-13,-25.9452132,-213.061447,-49.63348058,-328.9995984,-24.95697192,-331.1407635
0.289,-1.24E-11,-9.52E-13,-26.01970955,-213.1295147,-49.77785901,-329.0741024,-24.99192069,-331.2199204
0.29,-6.93E-12,1.73E-12,-26.16996262,-213.1579578,-50.00643184,-329.111591,-25.10815285,-331.2643874
0.291,1.24E-11,1.14E-12,-26.23563784,-213.234914,-50.15857888,-329.1995754,-25.14493398,-331.3618276
0.292,-1.59E-12,-1.18E-12,-26.32293138,-213.2956257,-50.33933275,-329.2722401,-25.20806036,-331.4470085
0.293,-4.77E-12,7.39E-13,-26.47266206,-213.3251698,-50.58834877,-329.3136037,-25.33795096,-331.5045319
0.294,-1.35E-11,-1.56E-12,-26.53669647,-213.4079544,-50.75633,-329.4070168,-25.3860725,-331.6183314
0.295,2.39E-12,7.67E-13,-26.61966601,-213.4794948,-50.94674433,-329.4869362,-25.45552861,-331.7221168
0.296,5.12E-12,-2.67E-12,-26.74988425,-213.5289582,-51.18688236,-329.5425601,-25.57486914,-331.8059013
0.297,7.16E-12,1.82E-12,-26.8411583,-213.622446,-51.39021522,-329.6396138,-25.65770894,-331.9347547
0.298,4.21E-12,3.06E-12,-26.9533359,-213.6760683,-51.61639347,-329.6950582,-25.76384231,-332.0249826
0.299,3.87E-12,-8.81E-13,-27.0621396,-213.7629802,-51.84094245,-329.7828989,-25.86893833,-332.149935
0.3,-2.73E-12,-3.69E-13,-27.18186147,-213.8560387,-52.07795702,-329.8768436,-25.98723562,-332.2826643
0.301,-9.09E-13,4.26E-14,-27.32885853,-213.9134631,-52.34359703,-329.9359624,-26.13503776,-332.381585
0.302,1.24E-11,-5.54E-13,-27.4072474,-214.0058854,-52.54178187,-330.0317377,-26.21640789,-332.5175243
0.303,5.80E-12,-3.41E-12,-27.59709,-214.0495688,-52.85237627,-330.0812837,-26.41135447,-332.6069407
0.304,6.03E-12,-4.41E-13,-27.66462546,-214.1390331,-53.04142217,-330.1799707,-26.48606319,-332.7445492
0.305,1.82E-12,6.54E-13,-27.84471488,-214.1703596,-53.34358346,-330.2247305,-26.67534167,-332.8266263
0.306,-4.77E-12,-4.41E-12,-27.89472225,-214.2525979,-53.51609786,-330.3253484,-26.7365714,-332.9623016
0.307,-1.02E-11,7.25E-13,-28.05468159,-214.265149,-53.79836899,-330.35904,-26.90929971,-333.0281354
0.308,8.30E-12,1.90E-12,-28.13810267,-214.3440419,-54.00363372,-330.4573596,-27.00665654,-333.1573648
0.309,1.36E-12,-1.24E-12,-28.25107407,-214.3724332,-54.23789086,-330.5043458,-27.13435065,-333.2303538
0.31,9.78E-12,2.84E-14,-28.30424683,-214.4435787,-54.41180039,-330.5917578,-27.20265325,-333.3375662
0.311,1.48E-12,-3.69E-12,-28.47053093,-214.4679074,-54.69828122,-330.628528,-27.38444813,-333.386063
0.312,-3.75E-12,-2.27E-12,-28.48659918,-214.5488507,-54.83401511,-330.716591,-27.4161387,-333.4789825
0.313,-4.77E-12,9.95E-13,-28.62535348,-214.6049946,-55.09191288,-330.7730361,-27.57055115,-333.5339923
0.314,8.07E-12,3.84E-12,-28.77574103,-214.6552071,-55.36093068,-330.8152347,-27.73655701,-333.5690421
0.315,1.02E-12,1.28E-12,-28.75908175,-214.777787,-55.46239736,-330.9199888,-27.73540052,-333.6615123
0.316,1.30E-11,1.82E-12,-28.89357887,-214.8708859,-55.71428041,-330.9859755,-27.88496453,-333.7106581
0.317,-4.32E-12,1.69E-12,-28.97820007,-214.9765301,-55.91586861,-331.0552932,-27.9844532,-333.7591565
0.318,4.89E-12,-1.56E-12,-29.06203581,-215.0869292,-56.11627464,-331.1219473,-28.08289459,-333.8015912
0.319,-1.02E-12,7.25E-13,-29.13760237,-215.2124548,-56.30803699,-331.1981054,-28.17274255,-333.850708
0.32,-1.05E-11,4.69E-13,-29.25003518,-215.3449158,-56.53631333,-331.2773723,-28.29907014,-333.90069
0.321,-1.26E-11,-1.48E-12,-29.32114463,-215.480925,-56.72293626,-331.3581567,-28.38362533,-333.9505245
0.322,-9.89E-12,-2.87E-12,-29.45563292,-215.6075371,-56.97263018,-331.4293092,-28.5310479,-333.9896402
0.323,-1.14E-13,-3.98E-13,-29.50333372,-215.7815853,-57.13525101,-331.5494591,-28.59110914,-334.0772447
0.324,-1.93E-12,2.23E-12,-29.54999058,-215.9222439,-57.29686304,-331.638867,-28.64949017,-334.1348865
0.325,1.26E-11,4.83E-13,-29.65759088,-216.0627734,-57.51947462,-331.732158,-28.76811599,-334.1982002
0.326,3.75E-12,2.87E-12,-29.70099633,-216.2220376,-57.6782058,-331.8489269,-28.82176654,-334.2885994
0.327,-1.66E-11,-2.56E-12,-29.73344776,-216.3840062,-57.82651853,-331.9731476,-28.86356371,-334.3918764
0.328,-6.25E-12,3.69E-12,-29.82840877,-216.5272825,-58.03809146,-332.0839109,-28.9668475,-334.4872796
0.329,-9.32E-12,-4.59E-12,-29.87631262,-216.6586175,-58.2035729,-332.1884554,-29.02263618,-334.5835267
0.33,1.08E-11,7.39E-13,-29.96310498,-216.8087088,-58.40912356,-332.3179665,-29.1175138,-334.7116467
0.331,6.71E-12,-3.41E-13,-30.05578714,-216.9471703,-58.62195976,-332.4425454,-29.21912004,-334.8415844
0.332,6.59E-12,1.68E-12,-30.13323897,-217.073105,-58.82117643,-332.5617828,-29.30697316,-334.972774
0.333,-8.87E-12,-1.45E-12,-30.20772124,-217.1863818,-59.01924936,-332.6760353,-29.39397233,-335.1054158
0.334,-1.60E-11,-2.53E-12,-30.21535284,-217.2926843,-59.15251249,-332.791474,-29.41687481,-335.2455245
0.335,-9.66E-12,-7.11E-13,-30.3171973,-217.4064885,-59.38263148,-332.923527,-29.53776961,-335.4083716
0.336,1.48E-12,-7.82E-13,-30.40899534,-217.4898515,-59.60552179,-333.0304026,-29.65299557,-335.552009
0.337,-1.14E-12,-3.67E-12,-30.48148412,-217.5740648,-59.8123418,-333.1397353,-29.75413439,-335.703915
0.338,4.43E-12,-1.90E-12,-30.50343076,-217.6557968,-59.97105121,-333.2442895,-29.81079772,-335.8569452
0.339,1.06E-11,1.80E-12,-30.57094471,-217.7301721,-60.17864156,-333.3375811,-29.91993957,-336.002411
0.34,-7.16E-12,-1.44E-12,-30.60106798,-217.8251961,-60.35180502,-333.445527,-29.99944645,-336.164505
0.341,3.98E-12,4.52E-12,-30.72107534,-217.9154043,-60.61746653,-333.540574,-30.17670823,-336.3134793
0.342,-6.59E-12,-6.25E-13,-30.7539892,-218.0283393,-60.79829868,-333.6481758,-30.27435319,-336.474696
0.343,-2.16E-12,1.24E-12,-30.80208499,-218.1344985,-60.99622706,-333.7367415,-30.39348003,-336.6156368
0.344,-8.41E-12,-2.23E-12,-30.8675509,-218.2544624,-61.21309004,-333.8247626,-30.53510024,-336.7538658
0.345,-3.41E-12,1.01E-12,-30.91271732,-218.387555,-61.41074088,-333.9110818,-30.66024017,-336.8872984
0.346,-6.25E-12,-1.75E-12,-31.02921329,-218.5356156,-61.68066131,-333.9998086,-30.85955465,-337.0191166
0.347,-3.41E-12,-1.92E-12,-31.09979631,-218.7067858,-61.90534533,-334.1034239,-31.01471079,-337.1608741
0.348,9.09E-13,-2.17E-12,-31.15852686,-218.8620528,-62.11858989,-334.1872545,-31.15867866,-337.2769701
0.349,-5.12E-12,-2.70E-12,-31.28909301,-219.043799,-62.40381956,-334.2980221,-31.37405592,-337.4131991
0.35,1.47E-11,3.01E-12,-31.2687667,-219.2165182,-62.53804279,-334.4045597,-31.43702412,-337.5374666
0.351,6.48E-12,4.83E-13,-31.2484093,-219.4003693,-62.67185741,-334.5313658,-31.49735421,-337.6733438
0.352,1.74E-11,-3.69E-13,-31.38513554,-219.5675723,-62.96211467,-334.6549995,-31.71107053,-337.7964625
0.353,-6.82E-13,2.60E-12,-31.37566335,-219.7284261,-63.10526896,-334.7900995,-31.77397088,-337.920532
0.354,-1.25E-11,1.11E-12,-31.59424654,-219.8589324,-63.47624221,-334.9163553,-32.06082708,-338.0253873
0.355,-6.14E-12,2.39E-12,-31.49919484,-220.0203622,-63.53144856,-335.0917916,-32.02985222,-338.1704585
0.356,-3.41E-13,1.59E-12,-31.54878512,-220.1351834,-63.72796571,-335.2348878,-32.13901452,-338.2759557
0.357,-7.96E-12,-2.02E-12,-31.59348165,-220.2694232,-63.91505876,-335.4076824,-32.23846967,-338.405648
0.358,1.46E-11,5.68E-14,-31.63370891,-220.3827431,-64.09195301,-335.5658483,-32.32833351,-338.5169389
0.359,-6.14E-12,5.97E-13,-31.7475229,-220.5240857,-64.3355053,-335.7543397,-32.48635341,-338.6565131
0.36,-1.06E-11,-4.55E-13,-31.73324622,-220.6486786,-64.44283904,-335.9243954,-32.51054337,-338.7773399
0.361,-3.41E-13,-3.15E-12,-31.94579765,-220.7850562,-64.76767385,-336.1005612,-32.75551352,-338.9056958
0.362,-2.27E-13,-1.76E-12,-31.87790235,-220.9542629,-64.80153571,-336.299893,-32.71368042,-339.0603673
0.363,-1.71E-12,5.12E-13,-31.91753341,-221.1337243,-64.93156562,-336.4966183,-32.7730756,-339.2173124
0.364,6.25E-12,1.42E-13,-32.06776467,-221.3184024,-65.16140121,-336.6870032,-32.93822726,-339.3745278
0.365,-4.21E-12,2.27E-13,-32.06620756,-221.5181698,-65.22959661,-336.8829164,-32.94932334,-339.5455258
0.366,-2.27E-13,3.35E-12,-32.22699859,-221.7147656,-65.45123105,-337.0680937,-33.12091764,-339.7140788
0.367,-9.44E-12,-6.54E-13,-32.27369006,-221.938725,-65.55099804,-337.2755364,-33.17754692,-339.9120686
0.368,1.71E-12,1.11E-12,-32.35997515,-222.1493037,-65.6846714,-337.4671974,-33.27388878,-340.1000978
0.369,-1.42E-11,1.79E-12,-32.42977034,-222.3753477,-65.79848953,-337.6745586,-33.35484415,-340.3083593
0.37,-1.85E-11,1.14E-13,-32.50511456,-222.5869744,-65.91681324,-337.8703737,-33.44343637,-340.5083175
0.371,-1.09E-11,1.79E-12,-32.58032225,-222.814972,-66.0363155,-338.0880573,-33.53500094,-340.7320976
0.372,7.50E-12,2.84E-13,-32.68418987,-223.0222149,-66.1867149,-338.2890839,-33.65791898,-340.9398848
0.373,1.02E-12,-5.94E-12,-32.79079138,-223.2416473,-66.3429323,-338.5054645,-33.7857739,-341.1624008
0.374,-6.25E-12,1.45E-12,-32.92478774,-223.4447762,-66.53047562,-338.7077733,-33.94273613,-341.3689304
0.375,4.77E-12,-7.11E-13,-33.01710046,-223.6666548,-66.68111328,-338.9301305,-34.05923664,-341.5923047
0.376,-5.91E-12,1.31E-12,-33.105392,-223.8590526,-66.83335469,-339.1233726,-34.17169213,-341.7829778
0.377,3.75E-12,-8.24E-13,-33.16786132,-224.0723178,-66.96624571,-339.336915,-34.25911732,-341.9908379
0.378,-1.18E-11,-5.51E-12,-33.27234638,-224.278315,-67.14847126,-339.5416893,-34.38935526,-342.1877991
0.379,-1.22E-11,2.84E-13,-33.31706392,-224.4981445,-67.27925645,-339.7565641,-34.46078924,-342.3937125
0.38,-3.64E-12,-1.08E-12,-33.4535255,-224.6985002,-67.51103564,-339.9503715,-34.62550847,-342.577215
0.381,9.55E-12,1.42E-12,-33.56244816,-224.9154746,-67.72402584,-340.158527,-34.76486987,-342.7754459
0.382,2.58E-11,7.67E-13,-33.67814859,-225.1335213,-67.95143111,-340.365592,-34.91383001,-342.9739054
0.383,-5.91E-12,-1.22E-12,-33.78426761,-225.3786487,-68.17577962,-340.5976829,-35.05666956,-343.1996484
0.384,-7.96E-13,-4.60E-12,-33.83703754,-225.6060866,-68.35219107,-340.8101374,-35.15026074,-343.4089515
0.385,-7.50E-12,8.81E-13,-33.9273462,-225.8502055,-68.57044065,-341.0374339,-35.28613126,-343.6372318
0.386,8.07E-12,6.82E-13,-34.00876544,-226.0910584,-68.78298756,-341.2597335,-35.41849282,-343.865589
0.387,-3.07E-12,4.83E-13,-34.05334826,-226.3505827,-68.96069443,-341.4984586,-35.51996056,-344.1163843
0.388,-1.26E-11,3.69E-13,-34.16485727,-226.5870326,-69.20512636,-341.7112755,-35.69439506,-344.3492599
0.389,4.09E-12,1.53E-12,-34.32730448,-226.8530426,-69.49819145,-341.9502891,-35.92244494,-344.6137823
0.39,1.71E-12,2.84E-14,-34.38804927,-227.1055671,-69.6851451,-342.1719237,-36.04855845,-344.8644202
0.391,5.00E-12,-8.24E-13,-34.59485678,-227.3757488,-70.01164852,-342.4067924,-36.31758958,-345.1298308
0.392,1.57E-11,-1.31E-12,-34.57682375,-227.6562221,-70.10469448,-342.6469996,-36.35572396,-345.4001627
0.393,-7.62E-12,1.99E-13,-34.69436339,-227.9409896,-70.32259223,-342.8860181,-36.52046364,-345.666933
0.394,-7.05E-12,-8.24E-13,-34.79966866,-228.2324309,-70.51543081,-343.1256977,-36.66109048,-345.9300355
0.395,6.03E-12,5.40E-13,-34.87162216,-228.5289442,-70.6601118,-343.3627006,-36.75369887,-346.1841769
0.396,1.16E-11,1.96E-12,-35.00626216,-228.8504253,-70.8521253,-343.6210862,-36.89216081,-346.4502521
0.397,4.89E-12,-8.53E-13,-35.16786921,-229.1381327,-71.05647255,-343.8431986,-37.03949823,-346.6708647
0.398,4.66E-12,1.42E-12,-35.26593633,-229.4465187,-71.18417319,-344.0851226,-37.10691653,-346.9032022
0.399,9.66E-12,4.23E-12,-35.43121529,-229.7360084,-71.36750562,-344.3089157,-37.2276471,-347.1108041
0.4,1.48E-12,-2.56E-13,-35.54901513,-230.0468327,-71.49330548,-344.5564415,-37.28947855,-347.3370154
0.401,-4.43E-12,0,-35.74010491,-230.3402422,-71.68386846,-344.7905828,-37.41565956,-347.5462009
0.402,5.57E-12,5.68E-13,-35.92084598,-230.5989771,-71.85708254,-344.9957126,-37.52503105,-347.7242152
0.403,-4.77E-12,1.59E-12,-36.08094932,-230.8537816,-72.00418532,-345.2042074,-37.60978362,-347.9049167
0.404,-4.66E-12,-1.31E-12,-36.27212484,-231.0828228,-72.17777308,-345.394572,-37.72346652,-348.0682917
0.405,9.55E-12,1.19E-12,-36.53568112,-231.3242533,-72.42156533,-345.6041719,-37.91075225,-348.2531876
0.406,1.17E-11,5.40E-13,-36.72909806,-231.5666937,-72.59504543,-345.8211615,-38.03208799,-348.4478629
0.407,1.71E-13,1.90E-12,-36.90084102,-231.7581605,-72.74688552,-345.9917229,-38.13796506,-348.6010746
0.408,-4.55E-13,-1.79E-12,-37.10374401,-231.9464322,-72.93026495,-346.1626529,-38.28104998,-348.7579438
0.409,-1.97E-11,-4.26E-13,-37.31965677,-232.1307827,-73.12737879,-346.3322438,-38.44213163,-348.9158559
0.41,-4.72E-12,1.25E-12,-37.46236983,-232.317555,-73.25236295,-346.5058568,-38.53393975,-349.0792656
0.411,-5.12E-13,-1.48E-12,-37.6956788,-232.5060547,-73.46935835,-346.681816,-38.71920912,-349.2455901
0.412,1.18E-11,-3.98E-13,-37.93870549,-232.6883872,-73.69783217,-346.8512448,-38.91600072,-349.4050461
0.413,1.25E-12,-2.36E-12,-38.04568038,-232.8588719,-73.79236022,-347.0074812,-38.97748421,-349.5500648
0.414,2.61E-12,5.00E-12,-38.24793314,-233.0080428,-73.98384962,-347.1390566,-39.13316053,-349.6682708
0.415,-9.44E-12,-1.17E-12,-38.4837007,-233.1640165,-74.21035476,-347.2762044,-39.31967791,-349.7889909
0.416,2.96E-12,1.76E-12,-38.55387474,-233.3153316,-74.2719549,-347.4089673,-39.33570944,-349.901361
0.417,6.88E-12,5.97E-13,-38.7785611,-233.4447515,-74.48794349,-347.5216127,-39.4991424,-349.9887416
0.418,-1.19E-12,-2.96E-12,-39.0004053,-233.5848026,-74.69987786,-347.6498351,-39.65067218,-350.0865685
0.419,4.04E-12,-2.59E-12,-39.11321507,-233.7016708,-74.80144519,-347.7597425,-39.68429535,-350.1614156
0.42,1.71E-12,-2.53E-12,-39.39963743,-233.8044559,-75.07463943,-347.8616246,-39.88299787,-350.2244325
0.421,2.67E-12,-2.73E-12,-39.56715219,-233.9129589,-75.22628739,-347.9764721,-39.95459855,-350.2974696
0.422,5.57E-12,4.58E-12,-39.84649025,-233.9739728,-75.48646692,-348.0522682,-40.13016723,-350.32937
0.423,-8.41E-12,2.84E-14,-40.08251088,-234.0518168,-75.69938426,-348.1545217,-40.25490214,-350.3865023
0.424,9.66E-13,-3.47E-12,-40.26492058,-234.1034695,-75.85451341,-348.2393998,-40.31926929,-350.4258936
0.425,1.24E-11,-5.12E-13,-40.48486863,-234.1345723,-76.04373236,-348.3116586,-40.41613864,-350.4531598
0.426,8.64E-12,2.05E-12,-40.71782448,-234.1400434,-76.24375955,-348.3638178,-40.52322064,-350.4616804
0.427,1.17E-11,-9.95E-13,-40.93893443,-234.1548596,-76.43099025,-348.428456,-40.61790255,-350.4848939
0.428,7.79E-12,2.73E-12,-41.1146635,-234.1545071,-76.57313846,-348.478661,-40.66979319,-350.498506
0.429,1.12E-11,4.26E-13,-41.23610098,-234.1490081,-76.66254245,-348.5220567,-40.67072437,-350.509104
0.43,-1.31E-12,2.27E-12,-41.55082007,-234.1353542,-76.94802441,-348.5532361,-40.87006423,-350.5119285
0.431,7.79E-12,-4.83E-13,-41.65062319,-234.1203331,-77.02263573,-348.5765889,-40.8614101,-350.5120169
0.432,6.71E-12,-2.84E-14,-41.84033998,-234.1190331,-77.19383274,-348.6065263,-40.95138654,-350.5227064
0.433,2.39E-12,1.39E-12,-42.0538996,-234.1173517,-77.39558231,-348.6238889,-41.07530752,-350.5263982
0.434,-1.11E-11,-3.87E-12,-42.15782999,-234.1176613,-77.49485806,-348.6338829,-41.10015934,-350.5283558
0.435,-1.35E-11,-2.05E-12,-42.32261954,-234.1254915,-77.66238438,-348.6431763,-41.19667909,-350.5353045
0.436,-1.48E-12,-3.89E-12,-42.48165827,-234.1219778,-77.83178727,-348.6340428,-41.29850547,-350.5295754
0.437,-1.19E-12,-3.13E-12,-42.58233325,-234.107503,-77.95068981,-348.6080036,-41.35327425,-350.5127472
0.438,1.02E-12,-1.99E-13,-42.71539597,-234.1242614,-78.11007949,-348.6083913,-41.45198562,-350.5282098
0.439,8.53E-13,-2.05E-12,-42.8375043,-234.122913,-78.26685019,-348.5870043,-41.55154615,-350.5278188
